age,income
39.96714153011233,63892.66321297462
33.61735698828815,78641.24960705196
41.47688538100692,29021.486392712883
50.23029856408026,58444.538550358564
32.658466252766644,40240.361463172594
32.6586304305082,42693.11924352956
50.79212815507391,41114.09113641696
42.67434729152909,37040.138454802756
30.305256140650478,50727.82441917241
40.42560043585965,37535.748253834434
30.365823071875376,54056.85238669758
30.34270246429743,49246.42835826294
37.41962271566034,46415.77929700386
15.86719755342202,36386.545069376036
17.750821674869673,41348.43004147501
29.377124707590273,61330.86838738634
24.87168879665576,57513.75781436571
38.142473325952736,35336.67132802174
25.91975924478789,51489.98458143839
20.876962986647086,61270.80685057683
49.65648768921554,24958.920783179423
32.74223699513465,58150.402885699026
35.67528204687924,40060.643615812296
20.752518137865433,58558.98002889739
29.556172754748175,38551.11265186225
36.10922589709866,22926.768490032213
23.490064225776973,25586.86343175256
38.75698018345672,50721.27419992073
28.99361310081195,53895.83752582223
32.083062502067236,36435.25062343387
28.98293387770603,59578.88688166061
53.522781845089376,25077.1990659656
34.86502775262066,49008.80302029025
24.422890710440996,31834.75700356315
43.225449121031886,40222.45838296761
22.791563500289776,50710.98006974621
37.08863595004755,37093.799520740715
15.403298761202244,44231.66683655262
21.718139511015693,65094.39213821661
36.96861235869123,41346.62195715277
42.38466579995411,62535.38168097712
36.7136828118997,33054.397180135726
33.843517176117594,57947.06266872924
31.988963044107113,71623.5293098685
20.214780096325725,12925.332498090662
27.801557916052914,38046.57116794285
30.393612290402125,58656.081907708096
45.57122226218915,46954.31920935511
38.43618289568462,55567.188100569634
17.36959844637266,40940.22219926269
38.24083969394795,51298.8468120935
31.149177195836835,47664.84146911881
28.230779996940413,67516.73092489711
41.11676288840868,53816.31264951819
45.30999522495951,55064.039931128034
44.31280119116199,43821.84550816299
26.607824767773614,42685.906638912595
31.907876241487855,43511.627182705684
38.31263431403564,55916.78213567445
44.75545127122359,43685.232787696055
30.2082576215471,54346.62285344619
33.14341023336183,81131.01197968159
23.936650259939718,63066.87055147538
23.037933759193294,45109.647017482384
43.125258223941984,68018.20883245918
48.56240028570823,43878.86940467673
34.27989878419666,19428.13197233219
45.03532897892024,34878.70533623894
38.61636025047634,21938.121184612166
28.548802453948756,44727.297739380374
38.61395605508414,50276.27568784328
50.38036566465969,75146.55968412924
34.64173960890049,54903.910606462436
50.64643655814006,46713.49206786704
8.802548959102555,62441.083717752335
43.21902504375224,16832.970364881723
35.870470682381715,53534.21837162849
32.009926495341325,61562.9779083045
35.91760776535502,27821.206313302377
15.124310853991073,67156.31064810394
32.80328112162488,55077.44611241621
38.57112571511746,43770.681291487985
49.77894044741516,59491.72799159427
29.817297817263526,84060.39286706594
26.915063971068122,52727.99382587743
29.982429564154636,53723.30879450504
44.15402117702074,43109.58650689634
38.287511096596845,37252.33445802813
29.702397962329613,62455.03724816369
40.13267433113356,37158.74261136699
35.9707754934804,51073.49355829089
44.68644990532889,42835.13829852325
27.979469061226474,57184.697386195876
31.723378534022316,55004.931579304226
31.078918468678424,65563.0991638685
20.364850518678814,42349.75401717879
37.96120277064576,45951.87597059943
37.610552721798896,35318.54426326539
35.05113456642461,43335.60109885833
32.65412866624853,55659.50739567279
20.84629257949586,61354.829249680275
30.79354677234641,36167.52013733562
31.572854834732304,63044.088801584905
26.97722730778381,70334.56788207426
33.387142883339905,56201.523548355515
39.040508568145384,78151.937188371
53.8618590121053,38393.1620134464
36.74577812831839,31330.179450328746
37.57550390722764,23319.19626643582
34.25554084233833,72440.66467233775
15.812287847009586,59815.484845310864
34.73486124550783,49166.229936343174
35.60230209941027,54199.529394797304
59.63242112485286,33117.66429052435
33.076390352188774,86686.27969425239
38.015473423336125,51938.31772962841
34.65288230294757,51640.92191907339
23.313219623804677,60886.49935848038
46.42822814515021,57215.1384760507
42.519330326867745,53358.26036418697
42.910319470430466,38142.88316832032
25.90612545205261,57072.025357039936
49.02794310936099,78230.3674471255
20.981489372077192,70181.30069232467
40.868570938002705,73897.79939959096
56.90455625809979,42331.76485353222
25.094636748693116,35155.92769612129
29.33702270397228,48113.19619850528
35.99651365087641,50835.87368433042
29.965243458838007,66412.87277706423
19.493365689338674,24613.03055427771
35.68562974806027,72943.2547919092
24.37696286273895,47629.88152131516
39.73592430635182,43596.7839507887
25.80575765766197,34818.434371097486
50.499344050175395,25177.14992201346
27.167467076637628,62347.55875942872
31.779384837943244,51099.76950782606
43.135172173696695,30650.58650388419
22.69135683566045,30573.818419045758
37.27459934604129,44963.229510648074
48.07142754282428,75035.32287934089
18.925167654387725,46106.12972954593
36.84633858532304,27452.855703228408
37.598827942484235,46313.85403871084
42.8182287177731,45909.146453784946
22.63049289121918,9546.700355876426
21.795433869157236,49185.577002232814
40.21941565616898,46535.98204686983
37.96984673233186,60443.095472201276
37.504928503458764,77734.34142418018
38.46448209496975,66898.47544321636
28.199752784215093,45966.669641677545
37.322536971610035,33402.11136887495
37.93072473298681,88600.3970487479
27.85648581973632,50888.27651021732
53.65774511144757,50208.939378694195
39.73832920911788,49638.12369334995
23.086965027973513,52971.271411517824
41.5655360863383,47834.593821140865
25.253183297726785,41395.069896796456
42.87084603742452,41797.115881394115
46.58595579007404,49508.70094676002
26.793176816482895,41848.62843299352
44.63376129244322,39307.313259842536
39.12780926936498,51596.453415378455
43.2206015999449,46175.34173868717
53.967929826539475,72559.89482874033
32.54611883997129,10235.45287410482
27.462638356425103,66372.60277883692
26.104855703744768,68691.27788746444
26.841897150345616,18899.146513877757
34.228982905858956,44859.68608879477
38.41151974816644,44428.38701006313
37.766907993300194,28887.32457923268
43.27183249036024,38332.74968613687
35.13001891877907,33341.36231801257
49.53534077157317,76284.05665135435
32.35343166762044,64035.17589721191
62.20169166589619,69073.32642491237
41.25667347765006,60825.08096064853
26.428424435837172,33064.22343174156
24.291075019388877,42132.196005803395
39.824724152431855,57340.61841841877
32.76537214674149,31668.082866620818
42.14000494092092,60694.97645258582
39.73237624573545,46395.119027627974
34.271710873431275,44377.68788675604
26.53206281931595,60664.39952305237
